"","fips","SCC","Pollutant","Emissions","type","year"
"114288","24510","10100601","PM25-PRI",6.532,"POINT",1999
"114296","24510","10200601","PM25-PRI",78.88,"POINT",1999
"114300","24510","10200602","PM25-PRI",0.92,"POINT",1999
"114308","24510","30100699","PM25-PRI",10.376,"POINT",1999
"114325","24510","30183001","PM25-PRI",10.859,"POINT",1999
"114329","24510","30201599","PM25-PRI",83.025,"POINT",1999
"114331","24510","30201651","PM25-PRI",6.29,"POINT",1999
"114343","24510","30500401","PM25-PRI",28.828,"POINT",1999
"114347","24510","30500402","PM25-PRI",24.736,"POINT",1999
"114351","24510","30500499","PM25-PRI",40.59,"POINT",1999
"114361","24510","30509203","PM25-PRI",0.232,"POINT",1999
"114364","24510","30509204","PM25-PRI",3.29,"POINT",1999
"114408","24510","50400201","PM25-PRI",2.237,"POINT",1999
"114412","24510","2102004000","PM25-PRI",7.194,"NONPOINT",1999
"114416","24510","2102005000","PM25-PRI",55.39,"NONPOINT",1999
"114420","24510","2103002000","PM25-PRI",1.029,"NONPOINT",1999
"114424","24510","2103004000","PM25-PRI",37.42,"NONPOINT",1999
"114428","24510","2103005000","PM25-PRI",5.213,"NONPOINT",1999
"114432","24510","2103006000","PM25-PRI",241.16,"NONPOINT",1999
"114436","24510","2103007000","PM25-PRI",2.437,"NONPOINT",1999
"114440","24510","2103011000","PM25-PRI",0.792,"NONPOINT",1999
"114444","24510","2104001000","PM25-PRI",0.223,"NONPOINT",1999
"114448","24510","2104002000","PM25-PRI",1.208,"NONPOINT",1999
"114452","24510","2104004000","PM25-PRI",36.81,"NONPOINT",1999
"114456","24510","2104006000","PM25-PRI",62.374,"NONPOINT",1999
"114460","24510","2104007000","PM25-PRI",3.09,"NONPOINT",1999
"114464","24510","2104008000","PM25-PRI",102.31,"NONPOINT",1999
"114468","24510","2104011000","PM25-PRI",4.101,"NONPOINT",1999
"114470","24510","220100123B","PM25-PRI",7.38,"ON-ROAD",1999
"114472","24510","220100123T","PM25-PRI",2.78,"ON-ROAD",1999
"114477","24510","220100123X","PM25-PRI",11.76,"ON-ROAD",1999
"114479","24510","220100125B","PM25-PRI",3.5,"ON-ROAD",1999
"114481","24510","220100125T","PM25-PRI",1.32,"ON-ROAD",1999
"114486","24510","220100125X","PM25-PRI",5.58,"ON-ROAD",1999
"114488","24510","220100127B","PM25-PRI",4.43,"ON-ROAD",1999
"114490","24510","220100127T","PM25-PRI",1.67,"ON-ROAD",1999
"114495","24510","220100127X","PM25-PRI",8.41,"ON-ROAD",1999
"114497","24510","220100129B","PM25-PRI",3.66,"ON-ROAD",1999
"114499","24510","220100129T","PM25-PRI",1.38,"ON-ROAD",1999
"114504","24510","220100129X","PM25-PRI",6.94,"ON-ROAD",1999
"114506","24510","220100131B","PM25-PRI",1.64,"ON-ROAD",1999
"114508","24510","220100131T","PM25-PRI",0.62,"ON-ROAD",1999
"114513","24510","220100131X","PM25-PRI",3.11,"ON-ROAD",1999
"114515","24510","220100133B","PM25-PRI",1.53,"ON-ROAD",1999
"114517","24510","220100133T","PM25-PRI",0.58,"ON-ROAD",1999
"114522","24510","220100133X","PM25-PRI",2.89,"ON-ROAD",1999
"114524","24510","220102023B","PM25-PRI",2.77,"ON-ROAD",1999
"114526","24510","220102023T","PM25-PRI",1.05,"ON-ROAD",1999
"114531","24510","220102023X","PM25-PRI",5.96,"ON-ROAD",1999
"114533","24510","220102025B","PM25-PRI",1.32,"ON-ROAD",1999
"114535","24510","220102025T","PM25-PRI",0.5,"ON-ROAD",1999
"114540","24510","220102025X","PM25-PRI",2.83,"ON-ROAD",1999
"114542","24510","220102027B","PM25-PRI",1.67,"ON-ROAD",1999
"114544","24510","220102027T","PM25-PRI",0.63,"ON-ROAD",1999
"114549","24510","220102027X","PM25-PRI",3.77,"ON-ROAD",1999
"114551","24510","220102029B","PM25-PRI",1.38,"ON-ROAD",1999
"114553","24510","220102029T","PM25-PRI",0.52,"ON-ROAD",1999
"114558","24510","220102029X","PM25-PRI",3.11,"ON-ROAD",1999
"114560","24510","220102031B","PM25-PRI",0.62,"ON-ROAD",1999
"114562","24510","220102031T","PM25-PRI",0.23,"ON-ROAD",1999
"114567","24510","220102031X","PM25-PRI",1.4,"ON-ROAD",1999
"114569","24510","220102033B","PM25-PRI",0.57,"ON-ROAD",1999
"114571","24510","220102033T","PM25-PRI",0.22,"ON-ROAD",1999
"114576","24510","220102033X","PM25-PRI",1.3,"ON-ROAD",1999
"114578","24510","220104023B","PM25-PRI",0.95,"ON-ROAD",1999
"114580","24510","220104023T","PM25-PRI",0.36,"ON-ROAD",1999
"114585","24510","220104023X","PM25-PRI",3.43,"ON-ROAD",1999
"114587","24510","220104025B","PM25-PRI",0.45,"ON-ROAD",1999
"114589","24510","220104025T","PM25-PRI",0.17,"ON-ROAD",1999
"114594","24510","220104025X","PM25-PRI",1.63,"ON-ROAD",1999
"114596","24510","220104027B","PM25-PRI",0.57,"ON-ROAD",1999
"114598","24510","220104027T","PM25-PRI",0.22,"ON-ROAD",1999
"114603","24510","220104027X","PM25-PRI",2.11,"ON-ROAD",1999
"114605","24510","220104029B","PM25-PRI",0.47,"ON-ROAD",1999
"114607","24510","220104029T","PM25-PRI",0.18,"ON-ROAD",1999
"114612","24510","220104029X","PM25-PRI",1.74,"ON-ROAD",1999
"114614","24510","220104031B","PM25-PRI",0.21,"ON-ROAD",1999
"114616","24510","220104031T","PM25-PRI",0.08,"ON-ROAD",1999
"114621","24510","220104031X","PM25-PRI",0.78,"ON-ROAD",1999
"114623","24510","220104033B","PM25-PRI",0.2,"ON-ROAD",1999
"114625","24510","220104033T","PM25-PRI",0.07,"ON-ROAD",1999
"114630","24510","220104033X","PM25-PRI",0.73,"ON-ROAD",1999
"114632","24510","220107023B","PM25-PRI",0.36,"ON-ROAD",1999
"114634","24510","220107023T","PM25-PRI",0.15,"ON-ROAD",1999
"114639","24510","220107023X","PM25-PRI",5.27,"ON-ROAD",1999
"114641","24510","220107025B","PM25-PRI",0.17,"ON-ROAD",1999
"114643","24510","220107025T","PM25-PRI",0.07,"ON-ROAD",1999
"114648","24510","220107025X","PM25-PRI",2.5,"ON-ROAD",1999
"114650","24510","220107027B","PM25-PRI",0.22,"ON-ROAD",1999
"114652","24510","220107027T","PM25-PRI",0.09,"ON-ROAD",1999
"114657","24510","220107027X","PM25-PRI",3.13,"ON-ROAD",1999
"114659","24510","220107029B","PM25-PRI",0.18,"ON-ROAD",1999
"114661","24510","220107029T","PM25-PRI",0.07,"ON-ROAD",1999
"114666","24510","220107029X","PM25-PRI",2.58,"ON-ROAD",1999
"114668","24510","220107031B","PM25-PRI",0.08,"ON-ROAD",1999
"114670","24510","220107031T","PM25-PRI",0.03,"ON-ROAD",1999
"114675","24510","220107031X","PM25-PRI",1.16,"ON-ROAD",1999
"114677","24510","220107033B","PM25-PRI",0.07,"ON-ROAD",1999
"114679","24510","220107033T","PM25-PRI",0.03,"ON-ROAD",1999
"114684","24510","220107033X","PM25-PRI",1.08,"ON-ROAD",1999
"114686","24510","220108023B","PM25-PRI",0.05,"ON-ROAD",1999
"114688","24510","220108023T","PM25-PRI",0.01,"ON-ROAD",1999
"114693","24510","220108023X","PM25-PRI",0.13,"ON-ROAD",1999
"114695","24510","220108025B","PM25-PRI",0.02,"ON-ROAD",1999
"114701","24510","220108025X","PM25-PRI",0.06,"ON-ROAD",1999
"114703","24510","220108027B","PM25-PRI",0.03,"ON-ROAD",1999
"114705","24510","220108027T","PM25-PRI",0.01,"ON-ROAD",1999
"114710","24510","220108027X","PM25-PRI",0.08,"ON-ROAD",1999
"114712","24510","220108029B","PM25-PRI",0.02,"ON-ROAD",1999
"114718","24510","220108029X","PM25-PRI",0.07,"ON-ROAD",1999
"114720","24510","220108031B","PM25-PRI",0.01,"ON-ROAD",1999
"114726","24510","220108031X","PM25-PRI",0.03,"ON-ROAD",1999
"114728","24510","220108033B","PM25-PRI",0.01,"ON-ROAD",1999
"114734","24510","220108033X","PM25-PRI",0.03,"ON-ROAD",1999
"114736","24510","223000123B","PM25-PRI",0.02,"ON-ROAD",1999
"114738","24510","223000123T","PM25-PRI",0.01,"ON-ROAD",1999
"114742","24510","223000123X","PM25-PRI",1.09,"ON-ROAD",1999
"114744","24510","223000125B","PM25-PRI",0.01,"ON-ROAD",1999
"114749","24510","223000125X","PM25-PRI",0.52,"ON-ROAD",1999
"114751","24510","223000127B","PM25-PRI",0.01,"ON-ROAD",1999
"114756","24510","223000127X","PM25-PRI",0.66,"ON-ROAD",1999
"114758","24510","223000129B","PM25-PRI",0.01,"ON-ROAD",1999
"114763","24510","223000129X","PM25-PRI",0.54,"ON-ROAD",1999
"114769","24510","223000131X","PM25-PRI",0.24,"ON-ROAD",1999
"114775","24510","223000133X","PM25-PRI",0.23,"ON-ROAD",1999
"114777","24510","223006023B","PM25-PRI",0.02,"ON-ROAD",1999
"114779","24510","223006023T","PM25-PRI",0.01,"ON-ROAD",1999
"114783","24510","223006023X","PM25-PRI",0.92,"ON-ROAD",1999
"114785","24510","223006025B","PM25-PRI",0.01,"ON-ROAD",1999
"114790","24510","223006025X","PM25-PRI",0.44,"ON-ROAD",1999
"114792","24510","223006027B","PM25-PRI",0.01,"ON-ROAD",1999
"114797","24510","223006027X","PM25-PRI",0.55,"ON-ROAD",1999
"114799","24510","223006029B","PM25-PRI",0.01,"ON-ROAD",1999
"114804","24510","223006029X","PM25-PRI",0.46,"ON-ROAD",1999
"114810","24510","223006031X","PM25-PRI",0.2,"ON-ROAD",1999
"114816","24510","223006033X","PM25-PRI",0.19,"ON-ROAD",1999
"114818","24510","223007123B","PM25-PRI",0.1,"ON-ROAD",1999
"114820","24510","223007123T","PM25-PRI",0.04,"ON-ROAD",1999
"114824","24510","223007123X","PM25-PRI",4.14,"ON-ROAD",1999
"114826","24510","223007125B","PM25-PRI",0.05,"ON-ROAD",1999
"114828","24510","223007125T","PM25-PRI",0.02,"ON-ROAD",1999
"114832","24510","223007125X","PM25-PRI",1.97,"ON-ROAD",1999
"114834","24510","223007127B","PM25-PRI",0.06,"ON-ROAD",1999
"114836","24510","223007127T","PM25-PRI",0.02,"ON-ROAD",1999
"114840","24510","223007127X","PM25-PRI",2.49,"ON-ROAD",1999
"114842","24510","223007129B","PM25-PRI",0.05,"ON-ROAD",1999
"114844","24510","223007129T","PM25-PRI",0.02,"ON-ROAD",1999
"114848","24510","223007129X","PM25-PRI",2.05,"ON-ROAD",1999
"114850","24510","223007131B","PM25-PRI",0.02,"ON-ROAD",1999
"114852","24510","223007131T","PM25-PRI",0.01,"ON-ROAD",1999
"114856","24510","223007131X","PM25-PRI",0.92,"ON-ROAD",1999
"114858","24510","223007133B","PM25-PRI",0.02,"ON-ROAD",1999
"114860","24510","223007133T","PM25-PRI",0.01,"ON-ROAD",1999
"114864","24510","223007133X","PM25-PRI",0.86,"ON-ROAD",1999
"114866","24510","223007223B","PM25-PRI",0.06,"ON-ROAD",1999
"114868","24510","223007223T","PM25-PRI",0.03,"ON-ROAD",1999
"114872","24510","223007223X","PM25-PRI",2.07,"ON-ROAD",1999
"114874","24510","223007225B","PM25-PRI",0.03,"ON-ROAD",1999
"114876","24510","223007225T","PM25-PRI",0.02,"ON-ROAD",1999
"114880","24510","223007225X","PM25-PRI",0.98,"ON-ROAD",1999
"114882","24510","223007227B","PM25-PRI",0.03,"ON-ROAD",1999
"114884","24510","223007227T","PM25-PRI",0.02,"ON-ROAD",1999
"114888","24510","223007227X","PM25-PRI",1.25,"ON-ROAD",1999
"114890","24510","223007229B","PM25-PRI",0.03,"ON-ROAD",1999
"114892","24510","223007229T","PM25-PRI",0.02,"ON-ROAD",1999
"114896","24510","223007229X","PM25-PRI",1.03,"ON-ROAD",1999
"114898","24510","223007231B","PM25-PRI",0.01,"ON-ROAD",1999
"114900","24510","223007231T","PM25-PRI",0.01,"ON-ROAD",1999
"114904","24510","223007231X","PM25-PRI",0.46,"ON-ROAD",1999
"114906","24510","223007233B","PM25-PRI",0.01,"ON-ROAD",1999
"114908","24510","223007233T","PM25-PRI",0.01,"ON-ROAD",1999
"114912","24510","223007233X","PM25-PRI",0.43,"ON-ROAD",1999
"114914","24510","223007323B","PM25-PRI",0.13,"ON-ROAD",1999
"114916","24510","223007323T","PM25-PRI",0.08,"ON-ROAD",1999
"114920","24510","223007323X","PM25-PRI",11.44,"ON-ROAD",1999
"114922","24510","223007325B","PM25-PRI",0.06,"ON-ROAD",1999
"114924","24510","223007325T","PM25-PRI",0.04,"ON-ROAD",1999
"114928","24510","223007325X","PM25-PRI",5.43,"ON-ROAD",1999
"114930","24510","223007327B","PM25-PRI",0.08,"ON-ROAD",1999
"114932","24510","223007327T","PM25-PRI",0.05,"ON-ROAD",1999
"114936","24510","223007327X","PM25-PRI",6.88,"ON-ROAD",1999
"114938","24510","223007329B","PM25-PRI",0.07,"ON-ROAD",1999
"114940","24510","223007329T","PM25-PRI",0.04,"ON-ROAD",1999
"114944","24510","223007329X","PM25-PRI",5.67,"ON-ROAD",1999
"114946","24510","223007331B","PM25-PRI",0.03,"ON-ROAD",1999
"114948","24510","223007331T","PM25-PRI",0.02,"ON-ROAD",1999
"114952","24510","223007331X","PM25-PRI",2.54,"ON-ROAD",1999
"114954","24510","223007333B","PM25-PRI",0.03,"ON-ROAD",1999
"114956","24510","223007333T","PM25-PRI",0.02,"ON-ROAD",1999
"114960","24510","223007333X","PM25-PRI",2.37,"ON-ROAD",1999
"114962","24510","223007423B","PM25-PRI",0.38,"ON-ROAD",1999
"114964","24510","223007423T","PM25-PRI",0.64,"ON-ROAD",1999
"114968","24510","223007423X","PM25-PRI",46.43,"ON-ROAD",1999
"114970","24510","223007425B","PM25-PRI",0.18,"ON-ROAD",1999
"114972","24510","223007425T","PM25-PRI",0.31,"ON-ROAD",1999
"114976","24510","223007425X","PM25-PRI",22.05,"ON-ROAD",1999
"114978","24510","223007427B","PM25-PRI",0.23,"ON-ROAD",1999
"114980","24510","223007427T","PM25-PRI",0.39,"ON-ROAD",1999
"114984","24510","223007427X","PM25-PRI",27.91,"ON-ROAD",1999
"114986","24510","223007429B","PM25-PRI",0.19,"ON-ROAD",1999
"114988","24510","223007429T","PM25-PRI",0.32,"ON-ROAD",1999
"114992","24510","223007429X","PM25-PRI",23.03,"ON-ROAD",1999
"114994","24510","223007431B","PM25-PRI",0.08,"ON-ROAD",1999
"114996","24510","223007431T","PM25-PRI",0.14,"ON-ROAD",1999
"115000","24510","223007431X","PM25-PRI",10.33,"ON-ROAD",1999
"115002","24510","223007433B","PM25-PRI",0.08,"ON-ROAD",1999
"115004","24510","223007433T","PM25-PRI",0.13,"ON-ROAD",1999
"115008","24510","223007433X","PM25-PRI",9.61,"ON-ROAD",1999
"115010","24510","223007523B","PM25-PRI",0.02,"ON-ROAD",1999
"115012","24510","223007523T","PM25-PRI",0.01,"ON-ROAD",1999
"115016","24510","223007523X","PM25-PRI",4.22,"ON-ROAD",1999
"115018","24510","223007525B","PM25-PRI",0.01,"ON-ROAD",1999
"115023","24510","223007525X","PM25-PRI",2,"ON-ROAD",1999
"115025","24510","223007527B","PM25-PRI",0.01,"ON-ROAD",1999
"115027","24510","223007527T","PM25-PRI",0.01,"ON-ROAD",1999
"115031","24510","223007527X","PM25-PRI",2.53,"ON-ROAD",1999
"115033","24510","223007529B","PM25-PRI",0.01,"ON-ROAD",1999
"115038","24510","223007529X","PM25-PRI",2.09,"ON-ROAD",1999
"115044","24510","223007531X","PM25-PRI",0.94,"ON-ROAD",1999
"115050","24510","223007533X","PM25-PRI",0.87,"ON-ROAD",1999
"115054","24510","2260003030","PM25-PRI",0.03,"NON-ROAD",1999
"115058","24510","2260003040","PM25-PRI",0,"NON-ROAD",1999
"115062","24510","2260004016","PM25-PRI",0.16,"NON-ROAD",1999
"115066","24510","2260004021","PM25-PRI",2.75,"NON-ROAD",1999
"115070","24510","2260004026","PM25-PRI",1.62,"NON-ROAD",1999
"115074","24510","2260004031","PM25-PRI",1.73,"NON-ROAD",1999
"115078","24510","2260004036","PM25-PRI",1.74,"NON-ROAD",1999
"115081","24510","2260004071","PM25-PRI",0,"NON-ROAD",1999
"115085","24510","2260006005","PM25-PRI",0.23,"NON-ROAD",1999
"115089","24510","2260006010","PM25-PRI",1.66,"NON-ROAD",1999
"115092","24510","2260006015","PM25-PRI",0,"NON-ROAD",1999
"115096","24510","2265001050","PM25-PRI",0.13,"NON-ROAD",1999
"115100","24510","2265003010","PM25-PRI",0.03,"NON-ROAD",1999
"115104","24510","2265003020","PM25-PRI",0.1,"NON-ROAD",1999
"115108","24510","2265003030","PM25-PRI",0.03,"NON-ROAD",1999
"115112","24510","2265003040","PM25-PRI",0.1,"NON-ROAD",1999
"115116","24510","2265003050","PM25-PRI",0,"NON-ROAD",1999
"115120","24510","2265003060","PM25-PRI",0,"NON-ROAD",1999
"115124","24510","2265003070","PM25-PRI",0.01,"NON-ROAD",1999
"115128","24510","2265004011","PM25-PRI",0.12,"NON-ROAD",1999
"115132","24510","2265004016","PM25-PRI",0.11,"NON-ROAD",1999
"115136","24510","2265004026","PM25-PRI",0,"NON-ROAD",1999
"115140","24510","2265004031","PM25-PRI",0.07,"NON-ROAD",1999
"115144","24510","2265004036","PM25-PRI",0.03,"NON-ROAD",1999
"115148","24510","2265004041","PM25-PRI",0.01,"NON-ROAD",1999
"115152","24510","2265004046","PM25-PRI",0.01,"NON-ROAD",1999
"115156","24510","2265004051","PM25-PRI",0.02,"NON-ROAD",1999
"115160","24510","2265004056","PM25-PRI",0.11,"NON-ROAD",1999
"115164","24510","2265004066","PM25-PRI",0.02,"NON-ROAD",1999
"115168","24510","2265004071","PM25-PRI",0.35,"NON-ROAD",1999
"115172","24510","2265004076","PM25-PRI",0.03,"NON-ROAD",1999
"115176","24510","2265006005","PM25-PRI",0.71,"NON-ROAD",1999
"115180","24510","2265006010","PM25-PRI",0.25,"NON-ROAD",1999
"115184","24510","2265006015","PM25-PRI",0.12,"NON-ROAD",1999
"115188","24510","2265006025","PM25-PRI",0.22,"NON-ROAD",1999
"115192","24510","2265006030","PM25-PRI",0.43,"NON-ROAD",1999
"115196","24510","2267003010","PM25-PRI",0.02,"NON-ROAD",1999
"115200","24510","2267003020","PM25-PRI",1.8,"NON-ROAD",1999
"115204","24510","2267003030","PM25-PRI",0.01,"NON-ROAD",1999
"115208","24510","2267003040","PM25-PRI",0,"NON-ROAD",1999
"115212","24510","2267003050","PM25-PRI",0,"NON-ROAD",1999
"115216","24510","2267003070","PM25-PRI",0.01,"NON-ROAD",1999
"115220","24510","2267004066","PM25-PRI",0,"NON-ROAD",1999
"115224","24510","2267006005","PM25-PRI",0.05,"NON-ROAD",1999
"115228","24510","2267006010","PM25-PRI",0.01,"NON-ROAD",1999
"115232","24510","2267006015","PM25-PRI",0.02,"NON-ROAD",1999
"115236","24510","2267006025","PM25-PRI",0.02,"NON-ROAD",1999
"115240","24510","2267006030","PM25-PRI",0,"NON-ROAD",1999
"115244","24510","2268003020","PM25-PRI",0.14,"NON-ROAD",1999
"115248","24510","2268003060","PM25-PRI",0,"NON-ROAD",1999
"115252","24510","2268003070","PM25-PRI",0,"NON-ROAD",1999
"115256","24510","2268006005","PM25-PRI",0.02,"NON-ROAD",1999
"115260","24510","2268006010","PM25-PRI",0,"NON-ROAD",1999
"115264","24510","2268006015","PM25-PRI",0,"NON-ROAD",1999
"115268","24510","2268006020","PM25-PRI",0.05,"NON-ROAD",1999
"115272","24510","2270003010","PM25-PRI",0.99,"NON-ROAD",1999
"115276","24510","2270003020","PM25-PRI",5.26,"NON-ROAD",1999
"115280","24510","2270003030","PM25-PRI",2.05,"NON-ROAD",1999
"115284","24510","2270003040","PM25-PRI",2.12,"NON-ROAD",1999
"115288","24510","2270003050","PM25-PRI",0.22,"NON-ROAD",1999
"115292","24510","2270003060","PM25-PRI",11.8,"NON-ROAD",1999
"115296","24510","2270003070","PM25-PRI",2.43,"NON-ROAD",1999
"115300","24510","2270004031","PM25-PRI",0,"NON-ROAD",1999
"115304","24510","2270004036","PM25-PRI",0.09,"NON-ROAD",1999
"115308","24510","2270004046","PM25-PRI",1.37,"NON-ROAD",1999
"115312","24510","2270004056","PM25-PRI",0.18,"NON-ROAD",1999
"115316","24510","2270004066","PM25-PRI",0.36,"NON-ROAD",1999
"115320","24510","2270004071","PM25-PRI",0.49,"NON-ROAD",1999
"115324","24510","2270004076","PM25-PRI",0,"NON-ROAD",1999
"115328","24510","2270006005","PM25-PRI",7.15,"NON-ROAD",1999
"115332","24510","2270006010","PM25-PRI",1.58,"NON-ROAD",1999
"115336","24510","2270006015","PM25-PRI",3.67,"NON-ROAD",1999
"115340","24510","2270006025","PM25-PRI",4.06,"NON-ROAD",1999
"115344","24510","2270006030","PM25-PRI",0.2,"NON-ROAD",1999
"115349","24510","2280002100","PM25-PRI",350.97,"NON-ROAD",1999
"115353","24510","2280002200","PM25-PRI",0.8,"NON-ROAD",1999
"115357","24510","2280003100","PM25-PRI",97.05,"NON-ROAD",1999
"115361","24510","2280003200","PM25-PRI",0.29,"NON-ROAD",1999
"115365","24510","2282005010","PM25-PRI",1.85,"NON-ROAD",1999
"115369","24510","2282005015","PM25-PRI",0.91,"NON-ROAD",1999
"115373","24510","2282010005","PM25-PRI",0.02,"NON-ROAD",1999
"115377","24510","2282020005","PM25-PRI",0.05,"NON-ROAD",1999
"115381","24510","2282020010","PM25-PRI",0,"NON-ROAD",1999
"115385","24510","2285002006","PM25-PRI",4.64,"NON-ROAD",1999
"115389","24510","2285002008","PM25-PRI",0.02,"NON-ROAD",1999
"115393","24510","2285002009","PM25-PRI",4.16,"NON-ROAD",1999
"115397","24510","2285002010","PM25-PRI",1.86,"NON-ROAD",1999
"115401","24510","2285002015","PM25-PRI",1.22,"NON-ROAD",1999
"115405","24510","2285004015","PM25-PRI",0,"NON-ROAD",1999
"115408","24510","2285006015","PM25-PRI",0,"NON-ROAD",1999
"115410","24510","2294000000","PM25-PRI",1043.61,"NONPOINT",1999
"115414","24510","2311010000","PM25-PRI",2.09,"NONPOINT",1999
"115416","24510","2311020000","PM25-PRI",395.92,"NONPOINT",1999
"115418","24510","2311030000","PM25-PRI",6.24,"NONPOINT",1999
"115420","24510","2325000000","PM25-PRI",47.77,"NONPOINT",1999
"115456","24510","2610000500","PM25-PRI",36.338,"NONPOINT",1999
"115463","24510","2810001000","PM25-PRI",0,"NONPOINT",1999
"115467","24510","2810005000","PM25-PRI",0,"NONPOINT",1999
"115471","24510","2810015000","PM25-PRI",0,"NONPOINT",1999
"115475","24510","2810030000","PM25-PRI",14.906,"NONPOINT",1999
"4508363","24510","10100504","PM25-PRI",0.42,"POINT",2002
"4508367","24510","10100601","PM25-PRI",13.72,"POINT",2002
"4508371","24510","10200402","PM25-PRI",2.31,"POINT",2002
"4508377","24510","10200502","PM25-PRI",0.1,"POINT",2002
"4508384","24510","10200601","PM25-PRI",3.07,"POINT",2002
"4508388","24510","10200602","PM25-PRI",10.46,"POINT",2002
"4508392","24510","10200603","PM25-PRI",0.51,"POINT",2002
"4508396","24510","10300402","PM25-PRI",2.86,"POINT",2002
"4508399","24510","10300502","PM25-PRI",0.58,"POINT",2002
"4508406","24510","10300601","PM25-PRI",0.81,"POINT",2002
"4508410","24510","10300602","PM25-PRI",1.56,"POINT",2002
"4508414","24510","10300603","PM25-PRI",0.03,"POINT",2002
"4508418","24510","10500106","PM25-PRI",0.06,"POINT",2002
"4508422","24510","20300101","PM25-PRI",1.06,"POINT",2002
"4508429","24510","30100699","PM25-PRI",5.11,"POINT",2002
"4508432","24510","30100902","PM25-PRI",0.31,"POINT",2002
"4508436","24510","30100999","PM25-PRI",2.9,"POINT",2002
"4508440","24510","30101202","PM25-PRI",0.71,"POINT",2002
"4508444","24510","30101401","PM25-PRI",6.12,"POINT",2002
"4508448","24510","30101503","PM25-PRI",0.29,"POINT",2002
"4508455","24510","30103311","PM25-PRI",0.25,"POINT",2002
"4508459","24510","30103399","PM25-PRI",0.03,"POINT",2002
"4508463","24510","30103501","PM25-PRI",0.4,"POINT",2002
"4508473","24510","30121101","PM25-PRI",8.17,"POINT",2002
"4508477","24510","30183001","PM25-PRI",9.7,"POINT",2002
"4508481","24510","30200504","PM25-PRI",0.01,"POINT",2002
"4508485","24510","30200899","PM25-PRI",0.95,"POINT",2002
"4508489","24510","30201599","PM25-PRI",70.27,"POINT",2002
"4508493","24510","30201651","PM25-PRI",11.32,"POINT",2002
"4508499","24510","30203202","PM25-PRI",0.15,"POINT",2002
"4508503","24510","30299999","PM25-PRI",56.02,"POINT",2002
"4508507","24510","30300303","PM25-PRI",0.13,"POINT",2002
"4508511","24510","30301010","PM25-PRI",0.36,"POINT",2002
"4508515","24510","30301201","PM25-PRI",20.21,"POINT",2002
"4508525","24510","30500103","PM25-PRI",6.07,"POINT",2002
"4508529","24510","30500198","PM25-PRI",0.68,"POINT",2002
"4508536","24510","30500401","PM25-PRI",24.97,"POINT",2002
"4508540","24510","30500402","PM25-PRI",20.34,"POINT",2002
"4508544","24510","30500499","PM25-PRI",39.31,"POINT",2002
"4508551","24510","30501301","PM25-PRI",2.87,"POINT",2002
"4508555","24510","30501402","PM25-PRI",49.31,"POINT",2002
"4508565","24510","30501502","PM25-PRI",0.27,"POINT",2002
"4508569","24510","30501504","PM25-PRI",0.37,"POINT",2002
"4508573","24510","30501508","PM25-PRI",1.27,"POINT",2002
"4508577","24510","30501509","PM25-PRI",2.03,"POINT",2002
"4508581","24510","30501513","PM25-PRI",5.9,"POINT",2002
"4508584","24510","30501517","PM25-PRI",5.51,"POINT",2002
"4508587","24510","30501518","PM25-PRI",1.11,"POINT",2002
"4508591","24510","30501519","PM25-PRI",6.56,"POINT",2002
"4508595","24510","30501520","PM25-PRI",12.93,"POINT",2002
"4508599","24510","30501521","PM25-PRI",2.74,"POINT",2002
"4508606","24510","30509203","PM25-PRI",0.11,"POINT",2002
"4508612","24510","30510198","PM25-PRI",0.61,"POINT",2002
"4508616","24510","30510205","PM25-PRI",5.07,"POINT",2002
"4508623","24510","30599999","PM25-PRI",114.45,"POINT",2002
"4508636","24510","31299999","PM25-PRI",0.91,"POINT",2002
"4508658","24510","40201619","PM25-PRI",0.42,"POINT",2002
"4508662","24510","40201620","PM25-PRI",0.08,"POINT",2002
"4508666","24510","40201628","PM25-PRI",0.17,"POINT",2002
"4508670","24510","40201631","PM25-PRI",4.46,"POINT",2002
"4508674","24510","40201699","PM25-PRI",0.16,"POINT",2002
"4508691","24510","40500401","PM25-PRI",0.02,"POINT",2002
"4508721","24510","50100101","PM25-PRI",17.15,"POINT",2002
"4508725","24510","50200501","PM25-PRI",2.59,"POINT",2002
"4508728","24510","50200504","PM25-PRI",3.65,"POINT",2002
"4508735","24510","50300103","PM25-PRI",2.34,"POINT",2002
"4508741","24510","50400201","PM25-PRI",3.87,"POINT",2002
"4888266","24510","2102001000","PM25-PRI",40.64,"NONPOINT",2002
"4888270","24510","2102002000","PM25-PRI",159.78,"NONPOINT",2002
"4888345","24510","2103011000","PM25-PRI",0.92,"NONPOINT",2002
"4888369","24510","2103002000","PM25-PRI",2.03,"NONPOINT",2002
"4888373","24510","2103004000","PM25-PRI",12.95,"NONPOINT",2002
"4888377","24510","2103005000","PM25-PRI",0.73,"NONPOINT",2002
"4888381","24510","2103006000","PM25-PRI",1.78,"NONPOINT",2002
"4888385","24510","2103007000","PM25-PRI",0.01,"NONPOINT",2002
"4888387","24510","2311010000","PM25-PRI",1.3,"NONPOINT",2002
"4888389","24510","2311020000","PM25-PRI",57.14,"NONPOINT",2002
"4888391","24510","2311030000","PM25-PRI",25.89,"NONPOINT",2002
"4888417","24510","2104008000","PM25-PRI",242.87,"NONPOINT",2002
